PhotoTran 2 Sig Gen 1MHz Jack King 04/09/15
1715 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1716 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1717 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1718 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1719 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1720 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1721 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1722 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
1723 R 966 0x52 0x0 0x3 0xc6 0x2c 0xff 
1724 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1725 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
1726 F 997 0x46 0x0 0x3 0xe5 0x2c 0xff 
1727 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
1728 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1729 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1730 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1731 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1732 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1733 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
1734 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1735 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1736 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1737 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1738 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1739 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1740 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1741 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1742 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1743 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1744 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
1745 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1746 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1747 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
1748 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
1749 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1750 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1751 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
1752 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
1753 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
1754 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1755 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1756 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
1757 R 966 0x52 0x0 0x3 0xc6 0x2c 0xff 
1758 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1759 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
1760 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1761 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
1762 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1763 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
1764 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1765 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
1766 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
1767 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1768 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1769 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1770 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1771 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1772 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1773 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1774 F 1008 0x46 0x0 0x3 0xf0 0x2c 0xff 
1775 F 968 0x46 0x0 0x3 0xc8 0x2c 0xff 
1776 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1777 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1778 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1779 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1780 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1781 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1782 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1783 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1784 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1785 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1786 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1787 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1788 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1789 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1790 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1791 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1792 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1793 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
1794 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1795 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1796 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1797 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1798 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1799 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1800 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1801 F 1007 0x46 0x0 0x3 0xef 0x2c 0xff 
1802 F 976 0x46 0x0 0x3 0xd0 0x2c 0xff 
1803 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1804 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1805 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1806 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1807 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1808 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1809 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1810 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1811 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1812 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
1813 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
1814 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1815 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
1816 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1817 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1818 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1819 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1820 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1821 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1822 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1823 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
1824 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1825 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1826 F 1011 0x46 0x0 0x3 0xf3 0x2c 0xff 
1827 F 969 0x46 0x0 0x3 0xc9 0x2c 0xff 
1828 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1829 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1830 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1831 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1832 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1833 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1834 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1835 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1836 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1837 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1838 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1839 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1840 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1841 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1842 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1843 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1844 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1845 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1846 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
1847 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1848 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1849 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1850 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1851 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1852 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1853 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1854 R 1229 0x52 0x0 0x4 0xcd 0x2c 0xff 
1855 R 734 0x52 0x0 0x2 0xde 0x2c 0xff 
1856 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1857 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
1858 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1859 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1860 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
1861 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
1862 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1863 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1864 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
1865 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
1866 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1867 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1868 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1869 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1870 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1871 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1872 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1873 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
1874 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
1875 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1876 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
1877 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1878 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
1879 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
1880 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1881 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1882 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1883 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1884 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1885 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1886 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1887 F 1008 0x46 0x0 0x3 0xf0 0x2c 0xff 
1888 F 968 0x46 0x0 0x3 0xc8 0x2c 0xff 
1889 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1890 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1891 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1892 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1893 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1894 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1895 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1896 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1897 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1898 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1899 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1900 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1901 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1902 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1903 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1904 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1905 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1906 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
1907 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1908 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1909 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1910 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1911 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1912 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1913 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1914 F 1007 0x46 0x0 0x3 0xef 0x2c 0xff 
1915 F 976 0x46 0x0 0x3 0xd0 0x2c 0xff 
1916 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1917 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1918 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1919 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1920 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1921 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1922 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1923 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1924 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1925 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
1926 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
1927 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1928 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1929 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
1930 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1931 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1932 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1933 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1934 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1935 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1936 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
1937 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1938 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1939 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
1940 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1941 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1942 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1943 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1944 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1945 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
1946 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
1947 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1948 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
1949 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1950 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1951 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1952 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
1953 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
1954 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1955 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
1956 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1957 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
1958 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
1959 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1960 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1961 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1962 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1963 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1964 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1965 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1966 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1967 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
1968 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1969 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1970 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
1971 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1972 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1973 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
1974 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
1975 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1976 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1977 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
1978 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
1979 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
1980 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1981 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1982 R 1249 0x52 0x0 0x4 0xe1 0x2c 0xff 
1983 R 731 0x52 0x0 0x2 0xdb 0x2c 0xff 
1984 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
1985 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
1986 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1987 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
1988 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1989 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
1990 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1991 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
1992 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
1993 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1994 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1995 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
1996 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
1997 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
1998 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
1999 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2000 F 1008 0x46 0x0 0x3 0xf0 0x2c 0xff 
2001 F 968 0x46 0x0 0x3 0xc8 0x2c 0xff 
2002 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2003 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2004 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2005 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2006 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2007 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2008 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2009 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2010 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2011 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2012 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2013 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2014 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2015 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2016 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2017 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2018 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2019 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2020 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2021 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2022 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2023 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2024 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2025 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2026 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2027 F 1007 0x46 0x0 0x3 0xef 0x2c 0xff 
2028 F 976 0x46 0x0 0x3 0xd0 0x2c 0xff 
2029 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2030 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2031 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2032 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2033 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2034 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2035 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2036 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2037 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2038 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2039 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2040 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2041 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2042 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2043 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2044 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2045 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2046 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2047 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2048 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2049 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2050 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2051 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2052 F 1011 0x46 0x0 0x3 0xf3 0x2c 0xff 
2053 F 969 0x46 0x0 0x3 0xc9 0x2c 0xff 
2054 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2055 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2056 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2057 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2058 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2059 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2060 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2061 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2062 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2063 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2064 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2065 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2066 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2067 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2068 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2069 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2070 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2071 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2072 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2073 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2074 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2075 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2076 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2077 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2078 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2079 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2080 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
2081 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2082 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2083 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2084 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2085 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2086 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
2087 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
2088 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2089 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2090 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
2091 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2092 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
2093 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2094 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2095 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2096 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2097 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2098 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2099 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2100 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2101 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2102 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2103 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2104 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
2105 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
2106 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2107 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2108 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2109 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2110 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2111 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2112 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2113 F 1008 0x46 0x0 0x3 0xf0 0x2c 0xff 
2114 F 968 0x46 0x0 0x3 0xc8 0x2c 0xff 
2115 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2116 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2117 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2118 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2119 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2120 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2121 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2122 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2123 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2124 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2125 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2126 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
