PhotoTran 2 Sig Gen 1MHz Jack King 04/09/15
3814 F 1011 0x46 0x0 0x3 0xf3 0x2c 0xff 
3815 F 969 0x46 0x0 0x3 0xc9 0x2c 0xff 
3816 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3817 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3818 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3819 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3820 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
3821 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3822 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3823 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3824 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3825 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
3826 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3827 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3828 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3829 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3830 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3831 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
3832 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3833 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3834 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3835 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3836 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3837 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3838 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3839 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3840 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3841 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
3842 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
3843 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3844 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3845 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
3846 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3847 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3848 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
3849 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
3850 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3851 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3852 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
3853 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3854 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
3855 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3856 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3857 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3858 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3859 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
3860 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
3861 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
3862 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3863 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3864 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
3865 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3866 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3867 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3868 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3869 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3870 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3871 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3872 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3873 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3874 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3875 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
3876 R 966 0x52 0x0 0x3 0xc6 0x2c 0xff 
3877 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3878 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3879 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
3880 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3881 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3882 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
3883 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
3884 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3885 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3886 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3887 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3888 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
3889 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3890 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3891 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3892 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
3893 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3894 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
3895 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3896 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3897 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3898 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3899 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3900 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3901 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3902 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3903 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3904 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3905 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3906 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
3907 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3908 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3909 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3910 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3911 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
3912 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
3913 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3914 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3915 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3916 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3917 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3918 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3919 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3920 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
3921 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
3922 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3923 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3924 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
3925 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3926 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3927 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
3928 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
3929 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3930 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3931 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
3932 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3933 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
3934 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3935 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3936 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3937 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3938 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
3939 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
3940 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
3941 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3942 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3943 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
3944 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3945 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3946 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3947 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3948 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3949 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3950 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3951 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3952 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3953 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3954 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
3955 R 966 0x52 0x0 0x3 0xc6 0x2c 0xff 
3956 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3957 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3958 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
3959 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3960 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3961 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
3962 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
3963 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3964 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3965 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3966 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3967 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3968 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3969 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
3970 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3971 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3972 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
3973 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3974 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3975 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3976 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3977 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3978 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
3979 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
3980 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3981 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3982 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3983 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3984 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3985 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
3986 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3987 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3988 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3989 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3990 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
3991 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
3992 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3993 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3994 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
3995 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
3996 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3997 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3998 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
3999 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
4000 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
4001 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4002 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4003 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
4004 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
4005 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4006 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
4007 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
4008 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4009 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4010 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
4011 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4012 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4013 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4014 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4015 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4016 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4017 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4018 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4019 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
4020 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4021 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4022 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
4023 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4024 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4025 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4026 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4027 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4028 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4029 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4030 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4031 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4032 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4033 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4034 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4035 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4036 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4037 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
4038 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
4039 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4040 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
4041 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4042 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4043 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4044 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4045 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4046 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4047 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4048 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
4049 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
4050 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4051 F 1011 0x46 0x0 0x3 0xf3 0x2c 0xff 
4052 F 969 0x46 0x0 0x3 0xc9 0x2c 0xff 
4053 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4054 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4055 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4056 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4057 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4058 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4059 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4060 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4061 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4062 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4063 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4064 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4065 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4066 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4067 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4068 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4069 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4070 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4071 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4072 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4073 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4074 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4075 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
4076 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
4077 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4078 F 1008 0x46 0x0 0x3 0xf0 0x2c 0xff 
4079 F 968 0x46 0x0 0x3 0xc8 0x2c 0xff 
4080 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4081 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4082 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4083 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4084 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4085 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4086 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4087 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4088 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4089 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4090 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4091 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4092 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4093 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4094 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4095 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4096 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4097 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
4098 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4099 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4100 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4101 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4102 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4103 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4104 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4105 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
4106 R 966 0x52 0x0 0x3 0xc6 0x2c 0xff 
4107 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
4108 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
4109 F 997 0x46 0x0 0x3 0xe5 0x2c 0xff 
4110 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
4111 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4112 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4113 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4114 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4115 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4116 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4117 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4118 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4119 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4120 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4121 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4122 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4123 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4124 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4125 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4126 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4127 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
4128 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
4129 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4130 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
4131 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
4132 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4133 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4134 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
4135 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4136 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
4137 R 980 0x52 0x0 0x3 0xd4 0x2c 0xff 
4138 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4139 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4140 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4141 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4142 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4143 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
4144 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4145 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4146 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4147 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4148 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
4149 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
4150 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4151 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4152 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4153 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4154 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4155 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
4156 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4157 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
4158 R 1222 0x52 0x0 0x4 0xc6 0x2c 0xff 
4159 R 734 0x52 0x0 0x2 0xde 0x2c 0xff 
4160 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4161 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
4162 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
4163 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4164 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
4165 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4166 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4167 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4168 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4169 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4170 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4171 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4172 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
4173 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4174 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4175 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4176 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4177 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4178 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4179 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4180 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4181 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4182 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4183 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4184 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4185 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4186 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4187 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4188 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
4189 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4190 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4191 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4192 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4193 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
4194 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
4195 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4196 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4197 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4198 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4199 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4200 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
4201 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4202 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
4203 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
4204 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4205 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4206 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
4207 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
4208 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4209 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
4210 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
4211 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
4212 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4213 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
4214 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4215 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
4216 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
4217 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4218 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
4219 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
4220 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
4221 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
4222 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
4223 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4224 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
4225 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
