phototran 2 350Hz siggen Jack King 04/10/15
3830 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3831 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3832 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3833 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3834 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3835 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3836 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3837 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3838 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3839 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3840 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3841 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3842 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3843 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3844 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3845 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3846 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3847 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
3848 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
3849 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
3850 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3851 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3852 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3853 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3854 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3855 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3856 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3857 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3858 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3859 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3860 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3861 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3862 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3863 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3864 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3865 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3866 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3867 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3868 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
3869 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
3870 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
3871 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3872 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3873 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3874 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3875 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3876 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3877 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3878 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3879 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3880 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3881 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3882 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3883 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3884 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3885 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3886 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3887 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3888 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3889 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
3890 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
3891 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
3892 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3893 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3894 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3895 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3896 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3897 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3898 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3899 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3900 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3901 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3902 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3903 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3904 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3905 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3906 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3907 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3908 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3909 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3910 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3911 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
3912 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
3913 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3914 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3915 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3916 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3917 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3918 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3919 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3920 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3921 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3922 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3923 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3924 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3925 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3926 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3927 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3928 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3929 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3930 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3931 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
3932 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
3933 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
3934 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3935 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3936 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3937 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3938 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3939 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3940 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3941 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3942 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3943 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3944 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3945 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3946 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3947 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3948 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3949 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3950 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3951 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3952 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3953 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
3954 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
3955 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3956 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3957 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3958 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3959 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3960 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3961 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3962 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3963 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3964 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3965 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3966 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3967 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3968 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3969 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3970 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3971 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3972 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3973 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3974 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
3975 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
3976 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3977 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3978 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3979 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3980 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3981 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3982 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3983 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3984 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3985 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3986 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3987 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3988 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3989 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3990 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3991 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3992 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3993 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3994 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3995 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
3996 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
3997 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3998 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3999 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4000 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4001 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4002 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4003 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4004 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4005 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4006 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4007 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4008 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4009 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4010 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4011 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4012 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4013 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4014 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4015 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
4016 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
4017 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
4018 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4019 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4020 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4021 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4022 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4023 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4024 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4025 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4026 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4027 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4028 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4029 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4030 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4031 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4032 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4033 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4034 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4035 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4036 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
4037 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
4038 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
4039 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4040 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4041 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4042 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4043 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4044 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4045 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4046 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4047 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4048 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4049 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4050 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4051 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4052 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4053 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4054 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4055 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4056 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4057 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
4058 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
4059 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
4060 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4061 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4062 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4063 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4064 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4065 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4066 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4067 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4068 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4069 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4070 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4071 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4072 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4073 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4074 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4075 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4076 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4077 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4078 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
4079 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
4080 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
4081 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4082 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4083 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4084 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4085 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4086 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4087 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4088 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4089 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4090 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4091 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4092 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4093 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4094 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4095 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4096 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4097 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4098 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4099 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
4100 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
4101 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
4102 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4103 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4104 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4105 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4106 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4107 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4108 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4109 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4110 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4111 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4112 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4113 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4114 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4115 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4116 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4117 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4118 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4119 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4120 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
4121 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
4122 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
4123 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4124 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4125 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4126 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4127 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4128 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4129 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4130 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4131 F 1887 0x46 0x0 0x7 0x5f 0x2c 0xff 
4132 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
4133 F 930 0x46 0x0 0x3 0xa2 0x2c 0xff 
4134 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4135 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4136 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4137 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4138 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4139 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4140 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4141 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4142 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4143 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4144 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4145 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4146 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4147 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4148 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4149 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4150 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4151 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4152 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
4153 R 900 0x52 0x0 0x3 0x84 0x2c 0xff 
4154 F 929 0x46 0x0 0x3 0xa1 0x2c 0xff 
4155 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4156 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4157 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4158 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4159 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4160 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4161 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4162 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4163 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4164 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4165 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4166 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4167 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4168 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4169 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4170 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4171 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4172 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4173 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
4174 R 900 0x52 0x0 0x3 0x84 0x2c 0xff 
4175 F 929 0x46 0x0 0x3 0xa1 0x2c 0xff 
4176 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4177 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4178 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4179 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4180 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4181 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4182 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4183 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4184 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4185 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4186 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4187 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4188 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4189 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4190 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4191 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4192 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4193 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4194 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
4195 R 900 0x52 0x0 0x3 0x84 0x2c 0xff 
4196 F 929 0x46 0x0 0x3 0xa1 0x2c 0xff 
4197 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4198 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4199 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4200 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4201 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4202 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4203 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4204 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4205 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4206 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4207 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4208 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4209 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4210 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4211 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4212 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4213 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4214 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4215 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
4216 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
4217 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
4218 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4219 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4220 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4221 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4222 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4223 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4224 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4225 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4226 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4227 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4228 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4229 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4230 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4231 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4232 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4233 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4234 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4235 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4236 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
4237 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
4238 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
4239 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4240 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4241 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4242 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4243 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
