phototran 2 350Hz siggen Jack King 04/10/15
1712 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1713 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1714 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1715 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1716 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1717 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1718 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1719 R 1881 0x52 0x0 0x7 0x59 0x2c 0xff 
1720 F 891 0x46 0x0 0x3 0x7b 0x2c 0xff 
1721 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
1722 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1723 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1724 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1725 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1726 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1727 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1728 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1729 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1730 F 1883 0x46 0x0 0x7 0x5b 0x2c 0xff 
1731 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
1732 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
1733 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1734 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1735 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1736 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1737 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1738 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1739 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1740 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1741 R 1888 0x52 0x0 0x7 0x60 0x2c 0xff 
1742 F 894 0x46 0x0 0x3 0x7e 0x2c 0xff 
1743 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
1744 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1745 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1746 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1747 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1748 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1749 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1750 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1751 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1752 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1753 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1754 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1755 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1756 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1757 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1758 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1759 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1760 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1761 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1762 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
1763 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
1764 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
1765 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1766 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1767 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1768 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1769 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1770 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1771 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1772 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1773 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1774 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1775 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1776 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1777 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1778 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1779 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1780 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1781 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1782 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1783 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
1784 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
1785 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
1786 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1787 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1788 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1789 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1790 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1791 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1792 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1793 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1794 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1795 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1796 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1797 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1798 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1799 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1800 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1801 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1802 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1803 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1804 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
1805 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
1806 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1807 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1808 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1809 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1810 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1811 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1812 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1813 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1814 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1815 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1816 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1817 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1818 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1819 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1820 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1821 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1822 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1823 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1824 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1825 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
1826 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
1827 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1828 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1829 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1830 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1831 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1832 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1833 R 1245 0x52 0x0 0x4 0xdd 0x2c 0xff 
1834 F 735 0x46 0x0 0x2 0xdf 0x2c 0xff 
1835 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1836 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1837 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1838 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1839 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1840 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1841 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1842 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1843 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1844 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1845 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1846 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
1847 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
1848 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1849 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1850 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1851 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1852 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1853 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1854 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1855 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1856 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1857 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1858 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1859 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1860 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1861 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1862 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1863 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1864 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1865 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1866 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1867 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
1868 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
1869 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1870 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1871 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1872 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1873 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1874 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1875 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1876 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1877 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1878 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1879 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1880 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1881 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1882 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1883 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1884 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1885 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1886 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1887 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1888 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
1889 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
1890 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1891 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1892 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1893 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1894 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1895 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1896 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1897 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1898 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1899 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1900 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1901 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1902 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1903 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1904 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1905 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1906 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1907 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1908 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1909 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
1910 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
1911 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1912 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1913 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1914 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1915 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1916 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1917 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1918 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1919 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1920 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1921 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1922 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1923 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1924 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1925 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1926 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1927 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1928 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1929 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1930 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
1931 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
1932 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1933 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1934 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1935 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1936 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1937 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1938 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1939 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1940 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1941 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1942 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1943 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1944 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1945 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1946 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1947 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1948 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1949 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1950 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1951 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
1952 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
1953 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1954 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1955 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1956 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1957 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1958 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1959 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1960 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1961 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1962 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1963 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1964 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1965 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1966 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1967 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1968 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1969 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1970 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1971 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1972 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
1973 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
1974 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1975 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1976 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1977 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1978 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1979 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1980 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1981 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1982 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1983 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
1984 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1985 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1986 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1987 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1988 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1989 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1990 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1991 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1992 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1993 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
1994 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
1995 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
1996 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1997 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1998 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1999 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2000 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2001 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2002 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2003 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2004 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2005 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2006 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2007 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2008 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2009 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2010 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2011 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2012 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2013 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2014 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
2015 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
2016 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
2017 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2018 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2019 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2020 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2021 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2022 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2023 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2024 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2025 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2026 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2027 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2028 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2029 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2030 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2031 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2032 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2033 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2034 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2035 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2036 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2037 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
2038 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2039 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2040 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2041 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2042 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2043 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2044 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2045 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2046 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2047 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2048 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2049 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2050 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2051 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2052 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2053 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2054 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2055 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2056 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2057 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2058 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
2059 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2060 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2061 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2062 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2063 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2064 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2065 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2066 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2067 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2068 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2069 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2070 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2071 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2072 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2073 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2074 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2075 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2076 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2077 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
2078 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
2079 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
2080 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2081 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2082 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2083 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2084 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2085 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2086 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2087 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2088 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2089 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2090 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2091 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2092 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2093 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2094 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2095 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2096 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2097 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2098 R 1836 0x52 0x0 0x7 0x2c 0x2c 0xff 
2099 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
2100 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
2101 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2102 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2103 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2104 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2105 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2106 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2107 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2108 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2109 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2110 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2111 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2112 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2113 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2114 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2115 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2116 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2117 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2118 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2119 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
2120 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
2121 R 933 0x52 0x0 0x3 0xa5 0x2c 0xff 
2122 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
